"","id","name","latitude","longitude","category"
"2678","RC0j-hO6kaYO067845BSzg","Pesaro's Pizza",0.4711786,-79.9598789,"Pizza, Restaurants"
"2679","lVq2xqwCnccZ3oI5CdAD5Q","Thunderbird Cafe",0.469524,-79.9618,"Arts & Entertainment, American (Traditional), Music Venues, Bars, Nightlife, Restaurants"
"2680","T4_LFnGNke1yk3k2MJjiqA","Salonika Imports",0.4646453,-79.9675459,"Food, Grocery, Mediterranean, Restaurants"
"2681","kE8_tdip6tvt2jXp-KdwBw","Supreme Pizza",0.4689896,-79.9617774,"Pizza, Restaurants"
"2682","6fpd8iXiUypI7eVx-hJhMA","Frankie's Extra Long",0.4649115,-79.9657542,"Sandwiches, Restaurants"
"2683","QHI_sBKISzQsDMp2cXBXjQ","Nied's Hotel",0.48345,-79.950042,"Dive Bars, Bars, American (Traditional), Nightlife, Restaurants"
"2684","7eL9P3f3P2AmVceWnSVfiw","That's Amore",0.4790349,-79.9554211,"Pizza, Restaurants"
"2685","sF8rL9XOz4v48YdTucaBGQ","Piper's Pub",0.428434,-79.979466,"Irish, Bars, British, Pubs, Nightlife, Restaurants"
"2686","5K6TGz2q_3w2jGnuAjdi_Q","Bruegger's Bagels",0.429021,-79.980331,"Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants"
"2687","Qa2nW-WGvu6P7eccNSj2Nw","Chan An Restaurant",0.4304098,-79.9773158,"Chinese, Restaurants"
"2688","xvGD0kqem6jJnbMs8_W4Uw","Carson Street Deli & Craft Beer Bar",0.4287795,-79.982207,"Bars, American (Traditional), Delis, Nightlife, Restaurants, Sandwiches"
"2689","5IbZ0LjSydLAfB9NOyYOIQ","Mario's South Side Saloon",0.4287804,-79.9828867,"Bars, Nightlife, Restaurants"
"2690","rellBaGc6G4mgcqSACGL5w","Nakama Japanese Steakhouse and Sushi Bar",0.4290289,-79.9822249,"Sushi Bars, Japanese, Restaurants"
"2691","rRLLhMPgBXrtTDvOeWHZuQ","Michael's Pizza Bar & Restaurant",0.4263194,-79.9682057,"Pizza, Restaurants"
"2692","hIA5NB8hGOoe3hUUHqg5xA","The Pickle Barrel",0.4289636,-79.9851922,"Burgers, Restaurants"
"2693","T4A-I02jrqPZtW2icgHJPg","Gennaro's Pizza & Pub",0.4285802,-79.9810412,"Greek, Italian, Pizza, Restaurants"
"2694","5eCbn-WUr2YIQODHfVP7Sw","City Grill",0.4287025,-79.9767688,"American (Traditional), Restaurants"
"2695","247GgHoZztRikNUeKjkEmQ","Le Pommier",0.4284273,-79.9759142,"French, Restaurants"
"2696","Bkvi-6YPbeaEYS6sNSZZ0w","Margaritaville",0.428224,-79.97445,"American (Traditional), Restaurants"
"2697","HlZkklWH0SygopMt_48IIQ","Mike & Tony's Gyros",0.4286516,-79.9835248,"Greek, Mediterranean, Restaurants"
"2698","ufIN_oA285Zivd-4szJKxQ","The Pretzel Shop",0.4281555,-79.9722262,"Food, American (Traditional), Pretzels, Restaurants"
"2699","qM1kLyu2xAiFZdgnbTyHjA","Excuses Bar & Grill",0.427256,-79.9687469,"Bars, American (Traditional), Nightlife, Restaurants"
"2700","CNUmBfQsHs25VnPUqvvM8Q","Abruzzi's",0.429946,-79.988682,"Restaurants, Italian"
"2701","Rno_Ql5EgidmyZGfTxNcTQ","1889 Cafe",0.4287059,-79.976842,"American (Traditional), Restaurants"
"2702","BrPTaXUVu-VH-PDFFTrmCQ","17th Street Cafe",0.429383,-79.981804,"Italian, American (New), Restaurants"
"2703","Nqw610-DAmucQvlHZvrMkg","Real McCoy Sandwich Shop",0.4285333,-79.9771756,"Sandwiches, Restaurants"
"2704","ehmtix6CHtneuYXzbrSwYw","Nadine's",0.4263872,-79.9672088,"American (Traditional), Diners, Restaurants"
"2705","VLXFrRkD7g2eLjloFQcKfg","The Zenith",0.426803,-79.968973,"Vegetarian, Vegan, Salad, Restaurants"
"2706","7GDXpAS4LUSFmzmmm3EtuQ","Burger King",0.428447,-79.97969,"Fast Food, Restaurants"
"2707","XdDSKZ_1I2qP8QHrrwmz5Q","Paparazzi Restaurant",0.4283783,-79.9760946,"Restaurants, Italian"
"2708","m_nunIk_4iHZM39N6ejsyg","Tom's Diner Southside",0.4289168,-79.9812875,"Diners, Restaurants"
"2709","59jTyOmW7rRBRfVG7Uftnw","Green Front Inn",0.4283358,-79.9715335,"American (Traditional), Restaurants"
"2710","qUJbCo-xJ9A4nE6nXMOwIg","Shootz Cafe & Billiards",0.4284069,-79.9726835,"Active Life, Restaurants"
"2711","p_wNn2SZ8iFtpVbetmUA_w","Beehive Coffee",0.4289537,-79.9842819,"Food, Vegetarian, Coffee & Tea, Breakfast & Brunch, Restaurants"
"2712","3KCL_Bu8mOk-h7Bp-IXL8Q","Cafe Du Jour",0.4288134,-79.9870577,"French, Restaurants"
"2713","JQ3kJQNnX8XNbdvcbjiiKQ","Wiggy's",0.4271652,-80.0557015,"Chicken Wings, Restaurants"
"2714","6Ro5tqafcr2MZori8DIYnw","Blinky's Noble Grill & Bar",0.42744,-80.0557649,"Bars, American (Traditional), Nightlife, Restaurants"
"2715","uPl2nKYL0uNqBqqeF2Rx7Q","KFC",0.4395816,-80.0691228,"Fast Food, Restaurants"
"2716","gOQT85vsrCc_bIKaG4fGYg","Ugly Dog Saloon",0.426893,-80.055158,"Chicken Wings, Bars, American (Traditional), Nightlife, Restaurants"
"2717","qnObfZkpvnsZv1l8zScrdA","Fireside Inn",0.440034,-80.088996,"Bars, American (New), Restaurants, Sports Bars, Nightlife"
"2718","C2BferG4f-WQJQuTvyRzlA","Sharp Edge Creekhouse",0.4402775,-80.0808269,"Belgian, Bars, American (New), Nightlife, Restaurants"
"2719","ZyqqJDBt9H5CibVtZ9diFA","Sammy's Place",0.4275381,-80.0549619,"Pizza, Restaurants"
"2720","qMcgzoz_dFD8XHPNUjeK0Q","Angkor Restaurant",0.4275381,-80.0549619,"Thai, Cambodian, Restaurants"
"2721","vTnvE0fsPP4r1Eni7gufrQ","Taco Bell",0.427386,-80.055098,"Fast Food, Mexican, Tex-Mex, Restaurants"
"2864","L7d7iEiubIHC9RQHFNEMog","Mugshots Cafe",0.4391056,-80.0711385,"Chicken Wings, Bars, American (Traditional), Nightlife, Restaurants"
"2865","C6sCJIY6TFOdfTU_aazGhw","Chan An Restaurant",0.439176,-80.071117,"Chinese, Restaurants"
"2866","TEKCIR7IZWOdQ2ULc3Xyfg","Portofino's",0.4382419,-80.0682068,"Pizza, Sandwiches, Restaurants"
"2722","dVf7896SPwE8jEenEhI6Pg","Big Jim's Restaurant & Bar",0.4270451,-79.9496055,"Italian, American (Traditional), Restaurants"
"2723","1HejWsAvJ7pg3n6hUCObmA","Rialto Pizza",0.426460266,-79.93880463,"Pizza, Restaurants"
"2724","DhwPdZ-67IgFc_XcVS30BA","Jozsa Corner",0.4111296,-79.944833,"Hungarian, Restaurants"
"2725","wMzo5ooEfJBZ6NtpIAfCZg","Conicella Pizza",0.4253278,-79.9428688,"Pizza, Restaurants"
"2727","rM2u39FtdD7WZPaTgmRS9Q","Grant Bar Inc",0.4782272,-79.969861,"American (Traditional), Restaurants"
"2728","cFpc6oLcO08mWJHCRE6S-A","Hardee's",0.4931766,-79.9755103,"Burgers, Restaurants"
"2729","g5U8omEQje5lRx4EherR0w","Pamela's P & G Diner",0.4814965,-79.9744322,"Breakfast & Brunch, Diners, Restaurants"
"2730","fnKjsT1rQKS9x0Zw35TwAw","The Tin Angel",0.4378736,-80.0182153,"Seafood, Restaurants"
"2731","lr4Zti9WOHXWHu8Yp3zZkg","Fox's Pizza Den",0.426798,-80.005301,"Food, Juice Bars & Smoothies, Pizza, Restaurants"
"2732","wgSCc7Ut2C4OkmvoeSLIrQ","Grandview Saloon",0.4381226,-80.0185522,"Bars, Seafood, Wine Bars, Nightlife, Steakhouses, Restaurants"
"2733","ey2TkiJL-5lIwEeFD7ZhhQ","Cestone's Pizza",0.4307769,-80.0095888,"Pizza, Restaurants"
"2734","AwQwf4mbaJfE4F5Tk2KQRg","Redbeard's Bar & Grill",0.4307572,-80.007391,"Bars, Burgers, Nightlife, American (New), Sports Bars, Restaurants"
"2735","_WaHLgLzALd2iThQAhC-sQ","Shiloh Grill",0.430885315,-80.00696564,"Bars, American (Traditional), Pubs, Nightlife, Gastropubs, Restaurants"
"2736","gHBf6Ve-jxMBZQE3Z1mviQ","Isabela On Grandview",0.4387313,-80.0199838,"American (New), Restaurants"
"2737","9oImwXLAn-DFppBrfbmkLg","Monterey Bay Fish Grotto",0.439059,-80.021242,"Seafood, Restaurants"
"2738","AcjaEcJkm0Fnld-obqFtqQ","Georgetowne Inn",0.438556,-80.019299,"American (Traditional), American (New), Restaurants"
"2739","63M2e_wSmQ8GbLDUau5K6Q","La Tavola Italiana",0.4269499,-80.0055595,"Restaurants, Italian"
"2740","mGNJlqLu2wQRyKnh7yEViw","Golden Palace Chinese Restaurant",0.4306233,-80.0074877,"Chinese, Restaurants"
"2848","fvhWfSPlx5J_3F-ScLpvXQ","Penn Brewery",0.4572019,-79.9921208,"German, Breweries, Venues & Event Spaces, Food, Event Planning & Services, Restaurants"
"2741","drJpzE3cxE0MQUq7gkzRvg","Uncle Sam's Submarines",0.441222345,-79.95674103,"Sandwiches, Restaurants"
"2742","CiG5CvHxYQl5DZ704a4viA","Hemingway's Cafe",0.442287,-79.9563515,"Dive Bars, Bars, American (Traditional), Nightlife, Restaurants"
"2743","q95WN1MTI-PFM_NVEfHhyA","Joe Mama's Italian Deluxe",0.44133,-79.956892,"Restaurants, Italian"
"2744","rroEVCHOX6sjZaAYTk6pSw","Salim's Middle Eastern Food Store",0.4527648,-79.9494333,"Food, Ethnic Food, Delis, Specialty Food, Restaurants"
"2745","lv2DSTFBOxefUNLbiWexow","Sorrento's Pizza",0.4403662,-79.9565813,"Pizza, Restaurants"
"2746","U35V81BeSi8NUHA2zxp71w","Sushi Boat",0.4416152,-79.9571801,"Japanese, Restaurants"
"2747","8bzvvfrE0r71ZrxOxAgpaw","Original Milano's Pizza",0.4377156,-79.9653351,"Pizza, Restaurants"
"2748","Dq6g0ubf267tWRU4BSk44A","Lulu's Noodles",0.4451449,-79.949084,"Vegetarian, Korean, Japanese, Chinese, Restaurants"
"2749","Zww-ckcRf0fvu_yKGFZvPw","Peter's Pub",0.4418075,-79.9573849,"Pubs, Bars, Nightlife, Restaurants"
"2750","BxjO2aY6l4uOVN9EiEVptQ","Jimmy John's",0.4394562,-79.9597433,"Delis, Sandwiches, Restaurants"
"2751","6eU9yPTTbf8PS8fMc4nmCg","Ali Baba Restaurant",0.445056,-79.9490592,"Middle Eastern, Restaurants"
"2752","c4AWh6H_hI6FkiWAmdrQvQ","India Garden",0.438875,-79.955248,"Pakistani, Indian, Restaurants"
"2753","yAC6PHPOOqlEvrzyVjItkw","Winner's Fast Food",0.4415797,-79.9571243,"American (Traditional), Fast Food, Restaurants"
"2754","3WgM6mvYrPDxGJ5fADSkUw","Fuel & Fuddle",0.4412454,-79.9566016,"Gastropubs, American (Traditional), Restaurants"
"2755","B-DLw09xS5mgAC0lvlGUxw","Bruegger's Bagels",0.441282,-79.956956,"Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants"
"2756","drhpbx_wR08pvCUmyqPhkA","Papa John's Pizza",0.453725,-79.946995,"Pizza, Restaurants"
"2757","0H8Xo8XtA6GkSI2hAF0LKw","Zarra's A Taste of Southern Italy",0.4547311,-79.9544515,"Restaurants, Italian"
"2758","cll90LXLWNpljIDQB8BeKA","Ginza Korean & Japanese Restaurant",0.4402643,-79.9563984,"Korean, Japanese, Restaurants"
"2759","ojlQtj_2W24-IZGqkBVsmg","KFC",0.4547833,-79.9460546,"Fast Food, Restaurants"
"2760","6sJSxhTfN5YLFXKicXRljw","Campus Deli",0.437009,-79.9549529,"Delis, Restaurants"
"2761","w3Ad4ue8SMtbVi7hnIS2MQ","Orient Kitchen",0.45467,-79.947166,"Chinese, Restaurants"
"2762","9Cx8HT4LLis_2OvcFZpEmw","Groceria Merante",0.436570899,-79.95538761,"Grocery, Food, Ethnic Food, Specialty Food, Sandwiches, Restaurants"
"2763","DOpzRvtCjJCZuCUmrrA3nA","Khalil's",0.4543642,-79.9481151,"Mediterranean, Restaurants"
"2764","nyS42UJ54_YUKxBB83dfDQ","Pizza Hut",0.4540229,-79.949635,"Italian, Pizza, Chicken Wings, Restaurants"
"2765","PxN0tiGWY-ApyP9N0TgRmA","Nellie's Sandwiches",0.440979,-79.959034,"Middle Eastern, Sandwiches, Restaurants"
"2766","vtODRhBYQfr614DwMesBKg","Say Cheese Pizza Co",0.4366142,-79.9537673,"Pizza, Restaurants"
"2767","Q2iZ7kT5SpiRir7iommz1g","Prince of India",0.441627502,-79.95859528,"Food, Food Delivery Services, Indian, Restaurants"
"2768","RVAtmwbwbjLYEDDtvf1PYg","Larry & Carol's Pizza",0.4368369,-79.9547169,"Pizza, Restaurants"
"2769","PQdMkFgdSyF-2jK8WhQu-g","Golden Palace Buffet",0.440783,-79.9580505,"Buffets, Chinese, Restaurants"
"2770","n_vYHn44QfjFkTW7gS5LaQ","Arby's",0.439136,-79.9606538,"Fast Food, Restaurants"
"2771","o6EK8ULSL5j7mXg5XnmVtg","Pittsburgh Cafe",0.439681,-79.957556,"American (Traditional), Buffets, Chicken Wings, Restaurants"
"2772","LCybuUjDVdYQAdfeM6dISw","McDonald's",0.4412286,-79.9572821,"Burgers, Fast Food, Restaurants"
"NA",NA,NA,NA,NA,NA
"2774","vuXWx7PoWLw4FKBR_pzEOQ","Pizza Prima",0.4495607,-79.950504,"Pizza, Restaurants"
"2775","aUb1ulqB4B1y6kQuqRV3cg","Szechuan Express",0.4417932,-79.9571431,"Szechuan, Chinese, Restaurants"
"2776","lB4l0M9jSXWIz_VYjbzlJg","Sciulli's Pizza",0.439118,-79.961792,"Pizza, Restaurants"
"2777","jczJ4bsO8_VwbFjXkN396Q","Veracruz Mexican Restaurant",0.4413912,-79.9573696,"Mexican, Restaurants"
"2778","R8AgqxryV5iLk45lvIPozQ","Qdoba Mexican Grill",0.4413066,-79.957174,"Mexican, Restaurants"
"2859","BFG2ed8LgIo5TNsrwgxu8g","Panera Bread",0.436307039,-79.95795382,"Soup, Sandwiches, Salad, Restaurants"
"2854","QTxEdBIM9VXcyBnK3ucKUg","Mandy's Pizza",0.489758047,-80.01826046,"Pizza, Restaurants"
"2779","FZBF8EptLV5WT60g-JIw_Q","Luma Restaurant",0.4892337,-79.900994,"Diners, Restaurants"
"2780","7TRfGMRjNEduIu7NT-B8Tg","Gran Canal Caffe",0.495779,-79.928211,"Italian, Cafes, Restaurants"
"2781","s413DgLtzhUSfs0t5USPFg","Silky's Crows Nest",0.4937623,-79.9178237,"Bars, Restaurants, American (Traditional), Sports Bars, Nightlife"
"2782","HE_rlRkdfWU4lIqHyEj2WA","Aspinwall Grille",0.49046,-79.904612,"American (New), Restaurants"
"2783","lkEGzvHiURrlzB9ZsJNi5w","Cc's Cafe",0.493614197,-79.91457367,"Restaurants, Italian"
"2784","Ca-003BAqWW-IEsFvjlY9g","Rose Tea Cafe",0.4379225,-79.9201231,"Taiwanese, Chinese, Restaurants"
"2785","KLkT6MEf33cidi1so_TVsg","Milky Way",0.4330794,-79.923156,"Kosher, Pizza, Restaurants"
"2786","q_2HooHFCE9wAwmXQPkuyg","Aladdin's Eatery - Squirrel Hill",0.4378199,-79.9199427,"Vegetarian, Mediterranean, Vegan, Restaurants"
"2787","C2Q4Eogai7W4grmvXZFmBw","Yen's Gourmet",0.4225743,-79.9286802,"Chinese, Restaurants"
"2788","khmDwXbcUxeU2ymjju_Jrw","Wheel Deliver",0.4443879,-79.9167743,"Food, Food Delivery Services, Restaurants, Italian"
"2789","KT8KJ4zt-IPqpLzACdpEZg","Wendy's",0.416731,-79.925176,"Burgers, Fast Food, Restaurants"
"2790","J4SEWnsJVvU9SWgkIvnldA","Italian Village Pizza",0.4379442,-79.9195369,"Pizza, Restaurants"
"2791","rPwuIBv_mz1O_yI5R-VJ7Q","How Lee Chinese Food",0.4379055,-79.9194854,"Chinese, Restaurants"
"2792","62EQGCWUVIRixQD_q72V0Q","Pizza Amier",0.4296522,-79.9232478,"Italian, Pizza, Sandwiches, Restaurants"
"2793","Z94doPdgyDOgjtYUVRBNjQ","Chaya Japanese Cuisine",0.4338841,-79.923134,"Sushi Bars, Japanese, Restaurants"
"2794","7JYif-4RQOMWrUkoemuytA","Bruegger's Bagels",0.4372489,-79.9229113,"Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants"
"2795","cKQn19-p4FtLIR4IaP6xuw","New Dumpling House",0.4325943,-79.9232064,"Asian Fusion, Chinese, Restaurants"
"2796","yDBfRK6lg23-4yKjwU0hHQ","Fanattics",0.437842,-79.919336,"Bars, American (Traditional), Nightlife, Restaurants"
"2797","QGWyhvvLjaT1Szw-segoOg","Eat'n Park Restaurant",0.4363973,-79.9229928,"Breakfast & Brunch, Buffets, Diners, Restaurants"
"2798","jpD9ONjJfx5ishYOx9vU0Q","Pamela's",0.4381399,-79.9223779,"Breakfast & Brunch, Restaurants"
"2799","1vK7gWQ_b5ehAyOidOsYtg","Aiello's Pizza",0.4332453,-79.9232555,"Italian, Pizza, Restaurants"
"2800","TYyW_pl7hgfUEMwxVwc4OQ","Food Shoppe",0.4417263,-79.9205075,"Food, Grocery, Sandwiches, Delis, Restaurants"
"2801","8q8GMsDPYp4JVdx6k-FeTA","Bangkok Balcony",0.437974,-79.9211783,"Thai, Restaurants"
"2802","EYjc27Vce4tX8IZzhWZUDw","Kristopher's Place",0.422079,-79.9287043,"Delis, Diners, Restaurants"
"2803","gu9qDUz44-8H1vdq_MQymQ","Murray Avenue Grill",0.4373057,-79.9229509,"American (New), Restaurants"
"2804","pvmC7EaaSgA3aq-MAmPp3A","Napoli Pizzeria",0.434399,-79.9229828,"Pizza, Restaurants"
"2805","52CzJDb4EakSjEQOUys77Q","Mineo's Pizza House",0.4329102,-79.9231828,"Pizza, Restaurants"
"2806","X_X5RHM5cJeO6n-84GMFHQ","La Cucina Flegrea Regional Italian Cuisine",0.433197,-79.9231445,"Restaurants, Italian"
"2807","1Kuuu75LVwr5-1OQ3Zv71w","Squirrel Hill Cafe",0.4380397,-79.9228223,"Pubs, Bars, American (New), Nightlife, Restaurants"
"2808","UrQzDR-nEo5B-EGkSZuE9Q","Kazansky's Delicatessen",0.4327928,-79.9231082,"Delis, Restaurants"
"2809","atG_rkb3fONGcw4fupbY9g","The Mediterranean Grill",0.4377489,-79.92187,"Mediterranean, Restaurants"
"2810","0IKwgLg_UApkFzMCAaJ1Lw","Uncle Sam's Submarines",0.437847593,-79.92288145,"Sandwiches, Restaurants"
"2811","PLPeY0cYisJXXUFyEfRzlg","Gullifty's Restaurant",0.435293,-79.923154,"Food, Desserts, American (New), Restaurants"
"2812","ev4X3Tw8pqzOObv5nuIxWQ","Silk Pagoda Restaurant",0.427386,-79.938052,"Chinese, Restaurants"
"2868","EmHlwDc9RsK597NbJtyEmg","Mohan's Restaurant",0.445118138,-79.91455078,"American (New), Restaurants"
"2869","ad9b1c6iD2CrQFPX6HCvGQ","D'Imperio's Restaurant",0.44504,-79.91376,"Restaurants, Italian"
"2726","qCg90xkk0VgdNF6IirZEPA","Bruegger's Bagels",0.4402708,-79.9964071,"Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants"
"2814","0MmjeVacAd-Moe8CesiB_Q","Gandy Dancer Saloon",0.4309939,-80.0016432,"Bars, American (New), Nightlife, Restaurants"
"2815","vtcEXiQukuSzOMxyVxlh-Q","Grand Concourse Restaurant",0.4333831,-80.0036951,"Seafood, Breakfast & Brunch, Restaurants"
"2816","rDgiBah58fc6AfVD58m2mw","Cafe Fifth Ave",0.4386542,-79.9907791,"Cafes, Restaurants"
"2818","5Qa1bKl5BeXOC_6kZV7nBw","Tian's China Wok",0.438467,-79.9887849,"Chinese, Restaurants"
"2819","kiVnUirURYI91t9YY3nddQ","Pizza Milano",0.438453,-79.987978,"Pizza, Restaurants"
"2821","mbSIq0yerQhEUEFBB4pVGQ","Common Plea Restaurant",0.4373237,-79.9966299,"Restaurants, Italian"
"2822","sFWqH-VIfH3cKTKJ__qKQA","Steelhead Brasserie and Wine Bar",0.439745,-79.993004,"American (New), Restaurants"
"2823","mnR9KualdR4VpDwd1oFa_A","Apollo Cafe",0.4391105,-79.9979034,"American (Traditional), Restaurants"
"2824","aACX0qwz9gCm3ieEaQhyXg","Buca di Beppo Italian Restaurant",0.4309937,-80.0016238,"Restaurants, Italian"
"2825","aQExh8vKqh6PJoUZAzDSpg","Primanti Bros",0.4388326,-79.9984514,"American (Traditional), Restaurants"
"2826","tYi1AaABtF3jX1mUIMuYcQ","Subway",0.437255,-79.992893,"Fast Food, Sandwiches, Restaurants"
"2827","sh-VN4LKQ1IuJCe-_FJhuA","Alfred's Deli & Market",0.4566938,-79.9683627,"Polish, Delis, Gluten-Free, Restaurants"
"2828","1u_8Lk1_0UsTmjW6b12bpw","Joe's Crab Shack",0.4336377,-80.00484,"Seafood, American (Traditional), Restaurants"
"2829","dnN_tOhXC10km8Vuv1Ac0A","Pittsburgh Rare",0.4332985,-80.00426,"Steakhouses, Restaurants"
"2847","2Yv6Tgb5mpoEo3_EIpKs3g","Houlihan's",0.4335088,-80.0040218,"Bars, American (New), Nightlife, Restaurants"
"2849","YssP-_6iP0SLBsqUQGs6rQ","The Melting Pot",0.4335088,-80.0040218,"Fondue, Restaurants"
"2852","kiXE579k_sP6XCj_XUJc4g","Sesame Inn Chinese Restaurant",0.431307714,-80.00190753,"Chinese, Restaurants"
"2857","NhA_Fg-0ywtg8ut2RjUo0w","Au Bon Pain Co Inc",0.44090311,-79.99554913,"Bakeries, Food, Cafes, Restaurants"
"2860","tygo8BbCFwGFxIitgTp_zQ","Kiku Japanese Restaurant",0.434127,-80.00605,"Sushi Bars, Japanese, Restaurants"
"2867","4eRlRYQ4iBedD7Ymiuah7Q","Bar Louie",0.433911,-80.005324,"Bars, American (New), Nightlife, Restaurants"
"2830","2vp3ZAysnItVdkv_eX_ZvQ","Soul Food Connection",0.4425008,-79.8853849,"Restaurants"
"2831","l69zskvo5X2V9lxnINgXww","McDonald's",0.4447141,-79.8886233,"Burgers, Fast Food, Restaurants"
"2833","FnaWgExFsjWeekotG-_66g","Wendy's",0.4461496,-79.8930414,"Burgers, Fast Food, Restaurants"
"2834","FspJK0PqUm_0h6ionkT0Dg","Salvatore's Pizza House",0.4438184,-79.8853354,"Pizza, Restaurants"
"2835","Tq7ZVUvqRP7YPLwVfdKwTg","Drew's Family Restaurant",0.420455962,-79.85139376,"Breakfast & Brunch, Pizza, Diners, Restaurants"
"2836","IS9ZqBV6R0olC_OYv-vGjQ","Zhen Choo Chinese Restaurant",0.4140316,-79.8506495,"Chinese, Restaurants"
"2820","fHfKprgE_HqMcwxuZzBqLA","Hanlon's Cafe",0.4437364,-79.9958916,"American (Traditional), Restaurants"
"2850","-23t2qOQWj8Kqp-Ijm1BQA","Mandarin Gourmet",0.439226,-80.0017249,"Chinese, Restaurants"
"2851","rQCQsKxkqfVTYU9wgzhVSQ","Benkovitz Seafoods",0.4532498,-79.9829801,"Seafood, Sandwiches, Restaurants"
"2862","PvClFu-OG4-3mG1n6CjgPQ","DeMino's Pizza",0.3921614,-80.0133771,"Pizza, Restaurants"
"2837","44zt-uJPM4BGs46DaNO98Q","McDonald's",0.36453091,-79.98390198,"Burgers, Fast Food, Restaurants"
"2838","jzlTPQz28NGYsmAOlfIeDA","Pizza Shack",0.3713729,-79.9820868,"Pizza, Restaurants"
"2839","ppv7AJFnTxNGhlktLaCLiw","Bobby's Lounge",0.3753809,-79.9833246,"Restaurants"
"2840","UmX2QDgm02TsWO1-d8elTQ","Michael's Restaurant & Lounge",0.3856704,-79.9674441,"Bars, American (Traditional), Nightlife, Restaurants"
"2841","QXXkjR4cvN6zVuaUA-vL5w","Lotus Garden",0.368626,-79.983,"Chinese, Restaurants"
"2842","FNvZnTpvLOcRKzNIQ6EqDg","Arby's",0.3768259,-79.9855096,"Fast Food, Restaurants"
"2843","-8wQB4T-cukbHZGO6etPMA","Wang's Kitchen",0.382757,-79.97651,"Chinese, Restaurants"
"2845","Alk2AVNg3wTrI4L1d-krZw","Lindos Restaurant",0.4515549,-80.0183231,"Food, Greek, Coffee & Tea, Restaurants"
"2846","utIjhLQ4aowlreRuchFpBA","Peppi's",0.4516985,-80.0175378,"Sandwiches, Restaurants"
"2853","_0UC6YiwhkgLOJWxMmMQQQ","Giorgio's Place",0.4519455,-80.0170485,"Pizza, Restaurants"
"2855","72EpENhhSayWYsF3XqEJ3w","Allegheny Sandwich Shoppe Ye",0.4523081,-80.0150592,"Restaurants"
"2856","LZghZl5RVTeR4p77UpXipg","McDonald's",0.450857,-80.0188513,"Burgers, Fast Food, Restaurants"
"2861","raSItW2WYBeZyI_TT97A8g","Rocky's II",0.4619108,-80.0328046,"Restaurants"
"2844","mKEUpLDkL_SZvjI5Hc9gpw","Armstrong's",0.359609548,-80.00244141,"American (Traditional), Steakhouses, Diners, Restaurants"
"2863","PpPYKumy4syUJrxFpH1b5Q","Frisch's",0.3584335,-80.0019451,"Sandwiches, Pizza, Chicken Wings, Restaurants"
"5349","qMWWQpMiMcV8jz_57cBB0w","Coca Cafe",0.4670725,-79.9641251,"Breakfast & Brunch, American (New), Restaurants"
"5783","qV5kmptGcVjqwSzbbjWxKA","River Moon Cafe",0.472735,-79.9632647,"Cafes, Restaurants"
"5060","uC8nWYLTBtIc9p6JrcvgkQ","Mallorca Restaurant",0.428215,-79.973327,"Basque, Tapas/Small Plates, Spanish, Restaurants"
"5318","NS5m7kg9phWfjP27qmxgYA","Pittsburgh Steak Company",0.4285411,-79.9779834,"Steakhouses, Restaurants"
"5522","cQk8pgpxC-9MzFJS7Zo45w","Southside Steaks",0.428317,-79.97751,"Cheesesteaks, American (Traditional), Restaurants"
"5554","d6eqlH4tKE2VmiTPN6TOEw","Taco Loco",0.427545,-79.9691479,"Mexican, Restaurants"
"5568","jR7rDinCcHNZxl4jA0iKJQ","Thai Me Up",0.427086,-79.973273,"Thai, Restaurants"
"5808","YeiH-kbGrwmIJlauSP_-dA","The Cheesecake Factory",0.4284111,-79.9653483,"Food, Desserts, American (Traditional), Restaurants"
"5845","ezi5Nz0gT5lk0nW1KTiYnw","Ibiza Tapas & Wine Bar",0.428086,-79.97356,"Basque, Tapas Bars, Spanish, Restaurants"
"5884","UrS9awRtye1YFlW5V1bWzw","The Smiling Moose",0.428597,-79.984944,"Bars, American (Traditional), Music Venues, Arts & Entertainment, Nightlife, Restaurants"
"5885","FTpcA7yGp-qo2UxuqW0UDg","The Cafe",0.42738,-79.969165,"Cafes, Restaurants"
"5954","y_jsnI8NUThDecWmgL_soA","Smokin' Joe's",0.4286461,-79.9776187,"Bars, American (Traditional), Nightlife, Restaurants"
"5967","jZaHqpXJNey8QV_G0S3Fgw","Tusca Restaurant",0.4273611,-79.964962,"Tapas Bars, Restaurants"
"5969","Lmu8vPd4dZ6vmuK0Z8I--w","UUBU 6",0.4239733,-79.9782558,"American (New), Restaurants"
"5005","JuaQPvvWdbJ1B1Tn0jIt1w","Sharp Edge Beer Emporium",0.4599557,-79.930726,"Restaurants"
"5759","8zdeaK3PWDsr5Kq4UOuNSw","Point Brugge Caf\u00e9",0.4500306,-79.9138922,"Belgian, Restaurants"
"5917","OhjPgyBZudumBTF52HKMGg","Royal Caribbean",0.4602716,-79.9251042,"Caribbean, Restaurants"
"5548","GM4-aWjgQjxN8sOwff7Ufw","Hyde Park Steakhouse",0.4463633,-80.0084062,"Steakhouses, Restaurants"
