ID,Stars,Cluster,Distance
Lmu8vPd4dZ6vmuK0Z8I--w,3.5,14,3.027127751
JuaQPvvWdbJ1B1Tn0jIt1w,3.5,2,2.595261859
8zdeaK3PWDsr5Kq4UOuNSw,4,15,3.057436821
OhjPgyBZudumBTF52HKMGg,3.5,4,0.268500373
GM4-aWjgQjxN8sOwff7Ufw,3.5,1,1.211053016
d3ni6cKglu4L3JeveOqQDQ,3.5,2,2.641803552
NMLtK_ZDHTD_UQ33-A-N0A,3.5,2,2.668019268
s5ZdjjFX3CS2uS6_oVH7CQ,3.5,2,1.943200264
J1tgaxF7G3-j5XDB8ePKSg,3,2,3.508080925
RhOTBt7ISr2rhXisSMLTSw,4,2,2.000901986
rOnzM0LHB-tR9Xb9IDoF5g,3.5,17,2.640422558
1Kcg-u0tDxHdyHIyEkMMqA,3,2,4.029241896
m_9QMfvVYFKsxPjlkCvZqA,3.5,11,1.24955888
kKiluPSzCnCOkYKknWzNzQ,3.5,14,1.367228905
NfheNBs_UbGN1r25Ehdl_Q,3.5,2,2.668019268
04ogq23JnzauhezrWEXG_g,4,14,1.301766576
SQHO1U7XsmuEAKX1j7yIMA,2.5,17,1.915273169
YPoHtUq85TmNrBpqj_zmuA,3.5,2,3.345047763
m7cT_avH6bvwUz4f1VgZUA,4,2,2.000901986
RiI-mJXjbP2RZUMQgh_yvw,4,2,2.094409571
1PB9xsunCoSccTmAvjMlhA,4,13,1.534116884
ZWPVBkb2CAQkQIn2OXTzeQ,3.5,18,2.481391599
puOMffiHnNgTCXM9XPd6Dg,4,15,2.210191735
UyukMaDB26gg2wY5olV6UQ,3,2,3.278185711
xgSPC01GJlxgj_PILhaCjQ,4.5,13,3.600692773
J6GhOOZKLMiOCmjvl1BDaw,2.5,20,1.685485115
uxWyJozmg36_EddkdceiSw,4,19,1.397500107
sTdSgE0MpNP-ihaSYs4IHw,2.5,17,2.451849365
QSU6gLacz4519FAqCvLBsw,3,7,2.686709325
J2x_AMx591i6TK3xccEzqQ,4,15,3.057436821
vvPzcOhbQn5fLQUAIxcP6A,4,11,2.922230528
evBLcF71f_zB5LOTKzFdsw,2.5,19,2.111289871
cjD2yGRhT5yaSj_KP55Ptw,4,2,2.684531151
w7VSMULJ9GtRi3CBRxoJtg,4,14,1.41443829
Q4ULAiIE2qCA4RYplCTrUQ,3.5,11,1.24955888
5kD6dP9etfUqtyXUZu9ZyQ,3.5,13,1.600886646
PSDVu_477MZ1ZvbEl5z3Ng,4,2,2.094409571
rXb8s7TOx2-uWxzACEXcpg,3,2,2.790545592
0ayh3LxJwSbJEOlBCx9APA,4,2,3.236734306
C4GHQTB-G0R2Geov298GLw,4,1,0.971201633
V8jMEIQ7oGK-vKyg0FiTCA,3.5,2,3.365790448
pMm91uJMxfq6CFON9LqLRg,4,2,2.684531151
uUj-mziX-qv0e1k0jkpI7g,3,2,3.508080925
QnnssZJOLZquRp0hqeK1dA,3,2,3.508080925
Pv1TEbc0Cqn18kG65Sa2dA,3,2,4.011930888
MBF24fcO2fg3iG3Gg3uILw,3,17,0.519530488
DQf154I5lrbJ_d_pSkiGJg,3.5,2,1.943200264
OoJo0Btu2GM3KtIXSI3rXA,3.5,17,2.100577475
zAj__MuO6EAZ5_HzXjyDrA,3.5,2,3.522020609
NjPSo2gRUNEsBfHYuoda9Q,4,14,2.493767965
hbpQ-nRweTmwWYxcWuBFHA,3.5,2,2.668019268
fIgdMuoK7msC_68arzVV8w,5,20,2.555173129
cTrEkyZXz4gBDOdN8vsRlQ,4,2,2.000901986
nvXm5PONfiVm-X8eI1kvJg,3,17,0.452999455
waeCYkwULm9GKhFFkO3WdA,4,2,2.684531151
irN5_DMRaH7hRczpaMMd8g,4.5,15,2.45120422
jUHNFVY1_WTp08OOwSpm1A,3.5,17,1.78246619
5japW20yvS1tomuvliRbcA,3,7,1.659794363
wUALXOAurB8LfKZPhLfjZg,4.5,9,4.094602613
cs9iu_1abcCXOuelaO-Gfg,3,2,2.746525589
3Iv8lruEzrPVw8RR6I8ybg,3,17,0.495423034
Ewum0uSpxz5XGlXHGmzqeQ,4,11,2.922230528
rawMwd19q66KSH7GYfV_Sg,2,2,3.621654516
YiJbDWMD7vv52p1mkTYM4w,3,17,2.394501521
Zg5JB5GBqhmxt9W7tFKN7w,3.5,2,1.943200264
1uPTCXmcAVujpLs1ieLUzg,4,2,3.378894202
GdBt4l0XBGWmSo9PfORemA,3.5,23,2.431424821
b54fyOfHMQjxQ2YTomykvw,3.5,2,1.648203911
hrN2jHYG5BYRrLUkav1uRQ,4,13,1.534116884
o7ZA6Oh_p1x7FZEE8vJIJw,4.5,2,3.736064491
ZF58mOM_ACiIhmwr8s_G1w,4,15,4.014253243
NczaqzFtDId9GmVTy2GWHg,3.5,26,1.979027091
dXPQDQLHzcExUDZV_dcAGA,4,14,1.416345863
JdHSfjXWD5aRZbfefo6Ccg,2,2,3.830343586
ifVVRWX3oEe2tPAcBLPrRw,4,2,2.684531151
xG5JrPrLB8bZkORn6aYZlg,3,4,1.766533165
MEgNULnEYQ40EDxkTpfHxw,4,2,2.71824287
CDuxCxTiuGXC6saLoywymQ,4.5,9,1.633599727
OsSzOLKcTbL00f2TQb12cQ,4,2,3.188426627
89sSMLp-yLqdYqOEPXvkjg,4,2,2.766936204
5TBOg9Rf47SECB8gTNGqeQ,3.5,17,1.979350624
uE13Va-lX7jqshs5NSzQvQ,4,19,1.177947445
sXHNpYEp4ZpK-6FdR3KsuQ,4,15,4.590880014
v6HiAVLwKiXZ9Yqvd4ubNg,3.5,26,1.979027091
1arFPq3HVIPnGkIVw6RAJw,3,17,1.763846181
4AUejLFrzodl8AowhJ82rw,4.5,13,1.675406848
WY9wOZ6-OXJ6-_0KNupjUg,3,10,2.919479021
2-T_D2lIL5Ub2G_U2crtrQ,4,2,3.378894202
_KvGddVMM3d2f7NEa_eOtA,3,2,2.228674191
#NAME?,4,15,2.982734649
kc5gJPisT5L5z8lLa9FV9A,4.5,2,3.42631444
QaUoEBGpvlswnE2-XkUyxA,3,2,2.815376618
SyRxdp5n7wUYgauZKGJmrg,4.5,2,2.175945169
ZcaR7xOJgzItSOJBGH-A_A,3.5,2,2.03935528
ruA8DUnrsRJ9H0hWhwQAqw,3,2,2.228674191
LzQ6FWDvXfqG0gJwNzrkow,3.5,2,2.641803552
tanI1kq7vk8zGiNjUCtw0Q,3.5,15,2.912467325
_ji6oh2RwfOOt0jMznT5wg,4,13,2.249509047
_mEG7lN5dmuEg4tnpUyALw,3,18,0.550864349
Cko88SO9YEsg8jZEXke81w,3,2,3.463721008
C2pNVdcFl2AdkU9Ual8Z0A,3,2,2.815376618
BOrQiUsbnYUM800ohW0Ofw,3.5,15,2.532531578
HSSjkJ3wKQ0AqTzVHDpHWQ,3.5,23,2.554429369
OGRdRr9rjsXGChCsK7vfXw,3,17,2.022693891
AuhN2byA2Cyn-uzWD-pJxw,4,2,2.094409571
A-7LUuRxyWAvX5IuUg6A7A,4,15,2.092207408
MXlBxRhuQeZ2hkGTsdplOg,4,2,2.094409571
CZuTec4z5_WAFUwalQRhqA,4,2,3.236734306
oxmInXzRiwDVq21pnY8VnQ,3.5,14,1.450165246
eDIsVGZ3eCly4SQMGBeaaw,3.5,20,3.593455091
aHerF5k5pkMDTdNSpIdTyw,4.5,9,1.942826092
iD-AJK10SuoTTAjAYC6H2A,4,2,3.281741643
sbAkrBIVXuQG1U8e2wyhqQ,3.5,15,3.47058424
fiq9z9dR9dBGjA6wGXFYoA,3.5,2,4.307819893
1JcoUEPkcGQtCEed-OdezQ,3.5,2,2.641803552
7HYRFdeKs3BJShmOOHPBoA,2.5,2,2.535283974
yh-poSAxa7x0_ET20A9lxQ,3.5,2,3.376034767
Jh-8r-RwvkRs80HP_q6DYA,3,17,1.825826984
Zj6vW0r6vs4XXJ8wKRCYKg,4.5,13,3.21263825
wvQC4HnaIpkIDs0mDrL0Pw,3.5,2,3.345047763
ouTDIL0eqSCSRxNk_Qt5_A,4,2,1.944006375
b1NrEJv3vApVbtpybxYuOg,3,2,3.022243574
7FhtgC9MKNfoeKaTFbWj5w,2,15,3.051087892
poMD_c9x8rKnKPKVL5QdLg,4.5,15,2.797603009
eZ9ryX8Ij8Ha4DGLteCK2g,3,2,3.508080925
woG0Ylj5C2NW3MyeumkcWg,3,2,3.463721008
v7e-GIGgEIFANhHsywlhrw,4,2,2.638743188
jwqiMg68np1Fego956yYIw,2.5,7,2.395076833
Q2VnjIfwLcmZHX-YKKsdng,2.5,2,3.54825597
7mvqKlv1ZGeWIC-3aV1GGA,2.5,18,1.339816186
cc4BvGK8eRu-fFE4GK3vSQ,4,14,2.493767965
nztzwmQUoE8nXSIqzfzGDA,3.5,2,3.152535942
1zKH87sjLpRr8XDKmk7j1g,3,2,2.790545592
jCad2RCY5BT0ZZhk9r1ivg,3.5,11,1.24955888
WTSOPGECPOmq-PUxNiHptQ,4,2,2.684531151
2K-XaFjaHUR8Dp6QAihITg,4,11,0.961895523
SIFryPN-tz4ogcT3iR1gBA,4,15,3.118793504
U3AUN4Azkm76qsEaWqOCEw,4,16,1.834698497
XtN9tcefxJtubhUSH_Xg3g,4,2,2.932024893
wZ4MkX8tboQBtXmoPOmRew,2.5,20,1.535035013
AJ_tIT3N1SLLmlphsc94BA,3.5,19,3.940578091
DGOlhi2qIxet3t96y3niXw,3,23,2.79421056
I9IDCNPrOvJYavtsH936cA,3.5,15,0.748988958
ttCWIiHpoiuZX96D2KbNaQ,3,13,2.21501553
14gY1iJ-KRnERxHj4ONasA,3.5,2,2.892954974
xLHoIzaExmTif3Bc5rgJFA,3.5,4,0.312793469
AD0FE_5dM7pWy5YdbMZaGQ,4,16,1.506755895
WX3qnzlSas7kYZ5-uI30Bw,3,15,3.235351392
LrDb1HZRiUSobVwmZKK8ww,2.5,2,3.54825597
hGmXzJuycc9ecFPPddfTEw,4,2,2.000901986
vGqquKUhtzw3hosrYfxf4A,3.5,2,2.892954974
MonRZXpZ1vbBtw-q9bfGug,4,14,1.512945961
YYce9ncwXBgOjU6ItboZ1Q,4.5,15,2.364613841
YOUrmCyxYlWFhc1Fph6s1w,3.5,17,5.221839225
f3QR23RAtllFUYaJZDHPAw,4,9,2.260675735
nLTV6CNMZaPeV62T5PF_LA,2.5,15,3.636366565
feQYxrwOTfUioQmiY_USew,3.5,2,4.036668248
CJjyZDvdB20MZXY6YgctAg,4,2,2.71824287
HwLrja1WJ8zDJ0ogQZv_xg,5,2,4.383641932
BAI4kpesOp539n1EBZxObg,3.5,10,3.869256612
VKtZk23K28Rp_9ku70zCrQ,4,11,1.183190656
tC04i64a3nKCcvrnDpbT3A,4,15,2.092207408
kK_70-dfBqtaNoFeghuzRg,3.5,10,1.979803096
H75yc2Vp7d8wuAe339DpOA,4,2,3.236734306
zUzEjxKEn8eNVksImZ2oGw,3.5,2,3.476272719
x2ZMAyneUiBD6Sml0Fv2Xw,4,2,2.684531151
CaGBTY6UWKY252OVgWRSKA,4,2,3.956558234
HAGfdy3Cm8V-7rO7Gs7-AQ,3.5,13,1.694105182
ajR1_uSNNMEmvYZNeC7eBQ,3,18,0.641737546
Y8mPD9YZwMRBZZAFqOTorw,4,26,2.058626092
aQhH3ulfs96PQgegDlGSuA,4.5,26,3.341770476
-8Y3bN1YmWZa73FJSjumlg,4.5,2,2.934125079
pp7bhc83cuKC8NkURPaOjQ,3.5,18,1.282776336
GJ5nXyTD7yc5cF1tiLl5lg,2.5,2,3.9419533
lU-du9QKZJPw7Vx1Iqjl7A,3.5,2,2.80778605
2UUkXa45Vgk_TfCP6kmfSw,3.5,2,3.878637502
DMjGB9va_stopLPfUYJelA,3,2,4.365197167
rR_szXNwNQB-MgEoTElb8Q,4,7,3.008264817
uJSS0Kq1qoiCTXQdxxztrQ,4,11,0.961895523
uvdS1a6h0wS0R9gryFX4oQ,3,2,2.228674191
UK51LgJRJ8_LUQQPZ5zfxw,3.5,15,2.04414584
mDXOGmlJlUe-AY6TmInUDA,3.5,2,3.530922643
kdwGeJlYwmqt9X49IG49mQ,4,13,3.272047307
doQQQzQis8Me3jGeAhfd5w,4,15,1.07221332
1wCyM-brDWQNxrJajO7QXw,3,18,0.641737546
1eTtHfanVJKovviZgCumyA,3.5,4,0.80907319
t770rFHYffrc_Rf_y9IFlQ,4,2,3.236734306
LvdvLtCbAriMJp6cjLm9EA,3.5,2,3.152535942
Eu2svxHuLFeLzGlwy8hciw,3,8,0.461824571
Lv1_fwBrCe4RL06mY9JniQ,4,13,2.464475321
N2Q9-LaYbMzFJJI5NmZdyw,1,23,6.274119391
F2s1N1IvcNHHHsWJHIwKCg,4,2,1.861680911
cJgUGE4iukuXB6QlYmHwmA,3.5,10,1.979803096
qE5Q3Yj2Up3wewsh1NsTuA,4,14,1.416345863
ES-bdRYNDqwIaXw1G5_4cA,4,25,1.239645365
A61mX9Ed_txnw-S9idIdZg,4,14,1.41443829
zWxk5ZFsiFFNc_62w38A1w,3.5,11,1.301118558
0V7lC5Xr9dVFbjXpXFbeow,3.5,25,3.392976154
vcZWlI0eHiGwlUfP-5Ov8Q,4,15,3.370323645
emQkvcck-uqUanJafLIKOA,3.5,7,1.994571448
vkRpoXtEaL4UEERUWMp7YQ,4.5,11,0.944411872
Gdrw2h0ivQi2UVXpTiLbqA,3.5,14,1.246101824
9-ajcNoEnO2ncMi6iiyKmA,4.5,11,1.505722982
fGTrdnKyM_wdT6niaxzU3Q,4,2,2.000901986
i00pTXKP6-buv7G6LcRZgQ,3.5,2,1.867736424
aU9xfD0OX_R5lcCxPnhHsA,3.5,2,3.365790448
T6Y4UArFtF8HPg_RNnZ7HA,3,13,4.272552018
i4O6QQe_gEr4aDSY5f4imA,4.5,13,2.426224989
3BNomgNXuzR-Yfc2LbY6sQ,4,26,4.016385512
JnJCxQOTj7D31ojWMWQhtw,4,17,2.427973186
Ne_6Z7dJyw32OikvCabmBQ,2.5,15,3.10706604
9Kdb70PhV6O89cdfqYZJpQ,4,2,2.938186888
66F5Blx2YV91Kv945x9vvw,3,17,1.936581962
VeuEGNEyfgr54_8Zuzv5Qw,2,15,5.252589139
kGhwcN6hgxeJEZtNrKJnpg,4,26,2.058626092
Ya0oNqP8mzPU5HwMdgf5zQ,3,1,1.250836809
b-VLJb2e35qdhJmmbbZ36g,3.5,9,1.041283509
T50eTHtbkYMXeFDmVZyKEw,4.5,2,2.376916726
MyGH3O8q053OoJm5JikCRg,4,2,2.71824287
LGYKzYcdngZHGURIpA1GYQ,3.5,15,2.321497083
tY0K5GOyyluUgkbeiN3UEA,4,13,0.450711685
evHsFv7BbO-FrAtb7aN8JA,4,11,1.286244189
jh1Ta5U4fk7OQ3AZVo9ihQ,3,15,2.45469451
e28OcmhM_6xQZ9eSzMyGMA,4,24,1.519387133
OpFSTvYREcZZ1ScB250Lbg,3.5,4,1.831912545
XtQgLRofbvrivJyinGZtkQ,4,14,1.512945961
58CWQ1FOtT1ClbREmUb-pg,4,2,2.850598373
xO6G96G_mjTO8lYcOCU5tA,3.5,15,2.294111336
GnhBikki3eNPLa_B2gKVdg,3.5,2,2.03935528
bulkC_6uGn5FM0vz3Kt0ZQ,3,2,2.858336473
StOzZjyUVTeh9jpn0JSALw,3,2,3.060497848
fboP8gAvPCdW-bnJmDslSg,3.5,2,2.867914781
uYaWjiNjQKHpLK8wRlE7Xg,4,2,1.820345571
takv9AY8InjnJR_vqryHGg,2.5,15,3.43859903
tTVe5wrzCVEMPzBNmdgM3A,3.5,2,2.668019268
wvtxH9MMblbyab_f0-c4nQ,3.5,2,2.668019268
n7tBHCvezCT4YophjHxciA,4,2,4.484229418
IkNm4oVZbIZ74kFH7fmahg,2.5,14,2.157272816
CUjHTa8fE_0Nh_I9E1XQ,4.5,2,4.31084771
CxMB7Ug1WpD7Vve40vMVgQ,3,15,1.811724262
B1RSo17_ObaqySpqsOzIUw,3,8,0.421586225
5Zp_mmBitow3YByKKjC9yg,4,15,1.892594668
fQjNEXSyiVS892CAUmAtqA,2.5,26,3.213467496
qystjlmQDxc1oPQsYtsj6w,4.5,26,2.52005208
bMygiwZWA_UzCUCw6C11Iw,4,14,3.888613304
KiVpfyWThpqf29pVMso_nA,3,17,1.555370951
MTpI2V3O9sOp1WGeFwioDw,1.5,2,3.636165991
DiHBDaU03zG3ImKp_XodyQ,4,11,4.630079571
Pi195u1UJdTnNEsaR2Y7yA,4,26,2.74692547
gK7JH1FrLr1lZWRVvY8MmA,4,2,2.69044744
tiXKCu-ar9NRgHEglDKAUw,5,2,3.361317765
n3nOq4DudeEVhfaP5rdgDQ,4.5,15,2.364613841
qFY39MzKFQcT6dx56vqb7Q,2.5,18,2.757691026
uDJymEBtBrre61KtmvpziQ,2,23,3.964991954
dvjl6OUHD0djaW-PkWwLig,4,2,2.956311029
KmmrH1A46m8K8r_-rwWL0A,4,15,2.31288066
nx89PJYHZErMoZS7uxZrIQ,3,15,2.800935528
gigNV0IN6uy8DAsLFHurPQ,4.5,2,2.376916726
m6ur4KCud1YG9V_0dqGCZQ,3,17,0.468623275
HEZ8O_EvIBLHKgo93IkGTA,2.5,15,3.511634798
H18C9tH4BPHkxan96bkMXQ,3.5,14,2.408150341
K10SpnV1o3bJNGBOesHtXg,1.5,23,3.416125317
gH9K3VJopFzy2vECjkgGKw,3,15,2.461791548
dW8Xdi9L5xYHSGfohg8IdA,3.5,2,1.943200264
0_BIIfLeB9DEG8Tss6bZQQ,3,13,3.958157901
qp2rCB-qR-07G7oDbGOpOA,2,17,2.470845929
3wvt02K8Q4tZx0OImekCTg,3.5,16,2.304241048
KdDHF8nFUVvR2pBN5ruGFg,2.5,18,5.191124141
9q0T11qr73CgUlLM1amWMA,2.5,17,2.155295911
JeZhzeNIfDYPSm9gKvsSPg,3.5,7,1.580222238
YkH9cCFCvpgeCZq0GkcvAg,4,7,2.221895651
uczYKIPMxqkGLIBynp7Kwg,3,8,0.461824571
yTWHLVgsvOFJ6kymn7yNog,4,10,1.659689758
NQ079oIXNiSAIkrjc5Avew,4,15,1.713306234
XRLPalwuNwc3ROsYkmWpbA,3.5,15,3.748878782
lgnnZL0Cp6_q1Xx_4a0gpA,2,15,3.77562301
TDNiPnxtXA4i5W2kj5zeTg,4,2,1.445789634
W0YoIQCjKGcEuAxjl2u8Ng,4.5,11,1.444238748
2jeEgmAXqxuHXw0K0kpBWA,4,14,1.41443829
jplGMzlErHf985akNin92g,4,2,2.684531151
gUT2SESEp7nV6kDYipHZeA,2.5,14,1.961724859
5ZuMxdlRbvqLooR8qZxnKw,4.5,5,1.869532191
KiIMCRHWhe-Db4z20L96_g,3.5,14,3.070910663
OKXu4LREh5xsUGxLVf5RRw,3.5,14,1.257356384
5a0mAU5sGrR174mEghnOCw,3.5,17,0.952163448
3x3mBlMlfwFOVJtt2tr9gQ,3.5,10,1.979803096
I_LlnAQe7jGwO9rfjaDdLg,4,2,1.861680911
pQHk7IZs74fcvoby1VqIRA,3,2,3.643546816
Zd4ahFQYdVAXh4d9HO_xVA,3.5,2,1.943200264
nVyL22lcEZoUNoAMgfKOyQ,4,15,2.525221245
LMD-f6FMz8lF8QeSlie5kQ,4.5,15,3.428410274
XY3aIm-0PZMXXkVKECD7uw,4.5,2,2.294948895
mDOBApO3-M2024kWjhMNDg,3.5,2,2.03935528
QA5MXQyDraHs4K2CoWVcRQ,3.5,23,2.096900315
FFaj1zup_tz_XddqzMwJ1A,2.5,6,2.516103867
2ChkhRUwGbneeCzaWCaJxg,4,15,2.625245477
RCo2xqW-7PU-gu4yaiSI3Q,3,4,1.121605812
6BkbwY0j33py_XmzvmnfXw,4.5,13,1.046670867
SxWpUJPBKpDwnt8DbVgVwQ,3.5,2,3.81203936
#NAME?,4,2,2.932024893
FFX46wxMJBmlWdOxgLTdmg,3.5,20,1.047508674
93r7y20-xLWIAqIIYMtlDg,2.5,15,3.214137562
T_CUh42Rb1IIvTvIViDyLQ,3.5,25,3.648849902
2EEmhVhG5SCt8dEo5zf-Hg,3.5,11,1.24955888
w-RzHsvV05yT2K-JC8DJUA,3.5,2,2.914444525
9r4gq8LVewal0uTnLiS1zQ,3,17,1.689597478
d7M30BsQj_oT2howDyo0ew,4,14,1.803551291
7xNe2WZAQUGMp1_CxGVKnQ,3,2,3.590611467
2zcGwt0ApFMZhD2TH_voGw,4.5,13,1.046670867
8Uwii38FoomPrXJhg6Hx5Q,3.5,2,3.345047763
ovIUSeYR4kncxyv86D6QPA,3.5,2,1.986693455
LZkG-y1_OdyKAajJJI8uBg,3.5,2,2.914444525
WiwOKFjI4XxorVGH9u4I1A,4,10,1.659689758
P4Or3as2jJGwyBXIZ_gxBA,3.5,15,2.441823553
SSwlpHYGEqxR3Wzy1E93PA,2.5,18,3.722087398
LYWsIy_g_pLA32Iaze-eeg,3.5,15,3.103378204
XQ6DJ9TNDYNjm2BxjqRQWw,3.5,2,1.867736424
wluhsOjt03CgORropJKQoA,2.5,18,1.679548474
0sGhloiZf62hF_OTaahS1A,4,15,1.713306234
slc44MJu58XNJdUa3B6dZg,4,15,4.113711645
I34mPToWNbOedyvIyZ5imQ,1.5,15,4.931376398
h5cvE8TClzDrrlg88gD97Q,3.5,1,0.857970032
Za0bV7GjMDbcc4nZY6K3HQ,3,17,2.176530226
l9FkF83RcVQQ8CT4FWIOiA,3,15,1.77738794
5reb2cEaziuyHOpnbh1XtA,3.5,24,2.249099561
3aR6QgHT4AFMsNG9e4T4xA,3,15,2.574505322
Jo2Oodau9nuha0hLdc_zAA,4,2,2.684531151
TJWGch9lFlQ2gkKGgGGkEA,4,10,1.659689758
FSZHwYbRb5iTnGUzQvDWwg,3,13,1.964968424
fedVnSMYM7bKs5YHD6Ykvg,3.5,14,3.757857584
P81VJGvr3WEsgQHY2z2CuA,3.5,2,4.036668248
WNGyIejOcpJpNgxqWPDwHA,3.5,15,2.294111336
CW63D7wq5s1sxAEfaNhW9A,3.5,13,0.687996032
sFxTS1_APzl9GCnn0E1LiA,4,2,2.047617859
nilhvDCyVBuv7gnNkPWZQg,3.5,2,2.594123778
9kdUXcx-0d93fEBqp4kcpg,4,2,2.684531151
QR_Nmup1tRj1WwooAKePbg,4.5,2,2.376916726
9hF1vOOkT-OMVhYwPCxtcw,3.5,2,2.03935528
OIPE8yU_DRt6ZN59CcMBFA,4,14,1.512945961
p3IleNV_nLmMj-dbzdx9DQ,5,2,3.468059494
k_x1hMotsNW3k-IiIVzfGg,3,8,0.730208761
2Bl_6x4SN6TSuHBafIFgqw,5,13,3.593108528
#NAME?,3.5,26,2.591328675
nA4oBEtQ9e85aBnfzB63wA,2,17,1.823219319
#NAME?,4.5,7,4.126034409
1gyztgqbLEGnBY9wJCQKRw,4,26,2.9488059
B2eenzL3ndV2fKkHu0wVJA,3,10,2.158660452
PCESBlDd51uP3GoI3w0bww,3,23,0.925984646
rwvAcA9n0Zs8QBtZXs_TDQ,4.5,2,2.294948895
kzYe-kI6mHvkYlBi-5Jigg,3,26,2.151918969
EpaXijMLlEXvQfM9gXDYiA,4,15,3.370323645
a7lkm_8HM9izrfJWhAK8iA,2.5,15,2.934762317
yaSUQERuoc4hUonx4kaS4w,4,2,3.454834338
wQ3klyJeDhIQUIZS2X5r7Q,4,2,3.938927805
FZMQgCGGYDEXcQhZslAHxw,3,25,4.069651905
dq3vHsNbaB2V156y-zzSYg,3.5,16,1.540737922
BaoMhBMUDnMDud6F2ZgxrA,3,17,1.736191573
NJcLaATrb0Y6Cq3sDHhASw,3.5,14,1.257356384
ov7YsASN1XDdJL0ntXk6tA,3.5,2,2.594123778
kV1Ev0RA3L1gRbU8GLeN2Q,4,14,1.301766576
e5HRYpEIkyrKNR6yA2rnqQ,3.5,15,1.587377235
jPFmnprx_NbQRDMiQd-YAA,4.5,14,3.999559351
fI4vZhMLxuyoY6Q7BzVcLQ,3.5,26,2.591328675
IQnq2pP-beGuCQcoAu3Z6g,2.5,26,1.960748663
_wmXYLUf4VThpcO9pDxHGg,3.5,26,2.043571373
oVJWBjyNIOHOcc3lmiaeCw,3.5,2,3.191993863
kwzqUgmdq9ZopW7dN95gsQ,2,14,2.567532279
l10ijcw6AvGgYU6DUNw3Sw,3,2,3.52312583
dT_epUexjLh7s7fTCy_cNw,3,26,2.636179547
KN7GkO-D-zksylS0eSRbkA,4.5,9,3.76836906
oZLeVF5nZe-6nBTgnoOl2w,2,15,3.745614177
B9khZEGKIT4E3r6ssUfi0Q,4,15,1.037904411
TFvvI_MxoTg-rNHpvh3QeA,3,2,2.831204068
D_f7PL14YDjmfMIeTQ8ApA,4,5,1.25E-14
HHYSvEjbhYAFghUsC66QEw,4.5,14,1.935018414
NjWAVjMxUwOqnpOOQL71QA,4.5,15,3.428410274
V053Fm3xoCyxoh1lAgDKJg,4,15,4.18589057
KH3FJXHMyObXSLnEkyvmyQ,4,2,2.684531151
XxhYW_KQwQk7As-2sVelhQ,4.5,11,1.194408771
WjUbSGtEShwpXZQFiEtD-w,3.5,2,2.825994655
8lTyozmJa3DhTVV8srdXIw,5,2,3.614724349
4QCmB6snreW09yWXXpZE2A,3.5,26,2.234361192
bUmnZJ1DjtDP2_qb2M62mg,4,2,3.938927805
#NAME?,4,1,0.971201633
WjLtEWGvPSIfwMZXUMHX8g,3,17,1.689597478
8MQoAj0bqEmGgJkRi14HtA,3,17,0.584819782
RtKC65-4gqzEkRfK2D5pRA,3.5,13,1.039655127
AKxafA8O3AeJl7iQs--XFg,2,2,3.92644913
X4XG6aBH3WsIWIiA0BtHnA,2,15,3.809487706
IsRmA4DqEE_xjw8y6KuObA,3.5,11,1.161772582
l7a1PV54bpZlYtI7vrVtHw,3,8,0.730208761
AqLxXwn-3EtupCOAVe8vGw,3.5,2,2.914444525
PrIU_mB8vhcIfQj5T1XBfg,3.5,14,2.408150341
6mRBnYezWvuf5cfkmcLAiA,4,2,2.684531151
XanrfoWIqH30w2caNLef1A,3.5,26,2.860088787
rVn047LHt3nVVIJhb8_7kA,4.5,2,2.357323716
UYMGp9dk8ljgvum5xOSz0g,2.5,17,1.960344586
Rht_xxtVzTJK2IgrrXmppw,3.5,21,9.86E-15
k8Vih-WEeO5Jmilhbm2xmg,3.5,7,1.525506285
8ZKrJs_z1Wfbb9yHKrwinQ,3.5,7,4.03096998
m7lbAuf32td7q6w4YxImlw,3.5,4,2.58922635
3ob9ayBETS6z3cn6Hugz7g,3.5,19,1.136019061
R924yJNNRIbkQ2ju1M5NWg,3.5,15,1.525634237
MDcUrIxoRp6rlPAmyzpWQg,3.5,15,2.294111336
QKwiZHue-zk1SGzMzQrpjA,4,15,3.011517321
0O5yuql5sNG1L_bpHb553g,3,15,2.574505322
O3PnM1fH8vqDpk-kzYqh5A,4.5,2,2.934125079
lQskL6S-pi7Bs56yrsuOvA,4.5,23,2.861964968
2bFrNEhlNjFA7aqJyYBXmw,3.5,7,2.32543038
FDrGFo1xI0wf8d3jAnc5Hw,4.5,26,2.365361437
uWFJ9sXRSVznO6fCTKOSiw,4,7,4.852157654
YhBJajLay4nmbOqGsn_6aA,3,2,3.060497848
XAq59EnXvV_6y7HbDOJdTg,3.5,15,1.930626398
XZK4N683_sPkQ2MYyafD3Q,4.5,2,2.933043409
AuQD43d9bgvxbFVZiwC0ig,4,2,2.932024893
HjrK4QKp9MZbeopSbc6Evw,3,2,3.325881087
4O0GslAIwG_1regXO_UcaQ,4.5,2,3.483398401
#NAME?,4,17,2.335366913
GKFEFQynFoJpJeZguoh_ug,4.5,2,2.958560546
HV5lVhWTWb1cK-jLpq2QhA,4,14,1.512945961
Q9V54MxoopwWu8Nwpuq9AA,3.5,15,2.321497083
j4QUDNkxNLRMeOa9oBV9FA,3.5,11,1.530186545
BjpdWfjpMtyRL_ZApzarDQ,3.5,8,1.564797231
